date,rank,song_title,artist
2016-12-03,75,Say You Won't Let Go,James Arthur
2016-12-03,76,Bad And Boujee,Migos 
2016-12-03,77,We The People....,A Tribe Called Quest
2016-12-03,78,HandClap,Fitz And The Tantrums
2016-12-03,79,Ain't My Fault,Zara Larsson
2016-12-03,80,Capsize,Frenship 
2016-12-03,81,Key To The Streets,YFN Lucci 
2016-12-03,82,Star Of The Show,Thomas Rhett
2016-12-03,83,What They Want,Russ
2016-12-03,84,Vice,Miranda Lambert
2016-12-03,85,Litty,Meek Mill 
2016-12-03,86,Setting Fires,The Chainsmokers 
2016-12-03,87,Selfish,PnB Rock
2016-12-03,88,How I'll Always Be,Tim McGraw
2016-12-03,89,My Sh*t,A Boogie Wit da Hoodie
2016-12-03,90,80s Mercedes,Maren Morris
2016-12-03,91,It Don't Hurt Like It Used To,Billy Currington
2016-12-03,92,Sex With Me,Rihanna
2016-12-03,93,PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO
2016-12-03,94,Water Under The Bridge,Adele
2016-12-03,95,Shout Out To My Ex,Little Mi
2016-12-03,96,Greenlight,Pitbull 
2016-12-03,97,A Guy With A Girl,Blake Shelton
2016-12-03,98,Wishing,DJ Drama 
2016-12-03,99,Call On Me,Starley
2016-12-03,100,Goosebumps,Travis Scott
2016-12-10,1,Black Beatles,Rae Sremmurd 
2016-12-10,2,Closer,The Chainsmokers 
2016-12-10,3,Starboy,The Weeknd 
2016-12-10,4,24K Magic,Bruno Mars
2016-12-10,5,Juju On That Beat (TZ Anthem),Zay Hilfigerrr 
2016-12-10,6,Side To Side,Ariana Grande 
2016-12-10,7,Heathens,twenty one pilots
2016-12-10,8,Let Me Love You,DJ Snake 
2016-12-10,9,Broccoli,D.R.A.M. 
2016-12-10,10,Don't Wanna Know,Maroon 5 
2016-12-10,11,Fake Love,Drake
2016-12-10,12,Caroline,Amine
2016-12-10,13,Starving,Hailee Steinfeld 
2016-12-10,14,I Hate U I Love U,gnash 
2016-12-10,15,Scars To Your Beautiful,Alessia Cara
2016-12-10,16,Cold Water,Major Lazer 
2016-12-10,17,Treat You Better,Shawn Mendes
2016-12-10,18,The Greatest,Sia 
2016-12-10,19,Can't Stop The Feeling!,Justin Timberlake
2016-12-10,20,Unsteady,
2016-12-10,21,Cheap Thrills,Sia 
2016-12-10,22,OOOUUU,Young M.A
2016-12-10,23,Don't Let Me Down,The Chainsmokers 
2016-12-10,24,In The Name Of Love,Martin Garri
2016-12-10,25,Blue Ain't Your Color,Keith Urban
2016-12-10,26,This Is What You Came For,Calvin Harris 
2016-12-10,27,Do You Mind,DJ Khaled 
2016-12-10,28,Bad Things,Machine Gun Kelly 
2016-12-10,29,This Town,Niall Horan
2016-12-10,30,Chill Bill,Rob $tone 
2016-12-10,31,Ride,twenty one pilots
2016-12-10,32,All Time Low,Jon Bellion
2016-12-10,33,May We All,Florida Georgia Line 
2016-12-10,34,Love On The Brain,Rihanna
2016-12-10,35,Mercy,Shawn Mendes
2016-12-10,36,X,21 Savage 
2016-12-10,37,One Dance,Drake 
2016-12-10,38,Needed Me,Rihanna
2016-12-10,39,Party Monster,The Weeknd
2016-12-10,40,Used To This,Future 
2016-12-10,41,Gold,Kiiara
2016-12-10,42,Sucker For Pain,"Lil Wayne, Wiz Khalifa "
2016-12-10,43,Love Me Now,John Legend
2016-12-10,44,Panda,Desiigner
2016-12-10,45,Tiimmy Turner,Desiigner
2016-12-10,46,Luv,Tory Lanez
2016-12-10,47,Sleep Without You,Brett Young
2016-12-10,48,I Feel It Coming,The Weeknd 
2016-12-10,49,Pick Up The Phone,Young Thug And Travis Scott 
2016-12-10,50,Sneakin',Drake 
2016-12-10,51,Bounce Back,Big Sean
2016-12-10,52,You Was Right,Lil Uzi Vert
2016-12-10,53,Love On The Weekend,John Mayer
2016-12-10,54,Bad And Boujee,Migos 
2016-12-10,55,1 Night,Lil Yachty
2016-12-10,56,Come And See Me,PARTYNE
2016-12-10,57,Wanna Be That Song,Brett Eldredge
2016-12-10,58,Middle Of A Memory,Cole Swindell
2016-12-10,59,Fresh Eyes,Andy Grammer
2016-12-10,60,Song For Another Time,Old Dominion
2016-12-10,61,No Heart,21 Savage 
2016-12-10,62,Too Much Sauce,DJ ESCO 
2016-12-10,63,HandClap,Fitz And The Tantrums
2016-12-10,64,A Little More Summertime,Jason Aldean
2016-12-10,65,Hallelujah,Pentatoni
2016-12-10,66,All We Know,The Chainsmokers 
2016-12-10,67,Setting The World On Fire,Kenny Chesney 
2016-12-10,68,Say You Won't Let Go,James Arthur
2016-12-10,69,Better Man,Little Big Town
2016-12-10,70,Dirty Laundry,Carrie Underwood
2016-12-10,71,Fade,Kanye West
2016-12-10,72,Look Alive,Rae Sremmurd
2016-12-10,73,That's My Girl,Fifth Harmony
2016-12-10,74,My Way,Calvin Harris
2016-12-10,75,Redbone,Childish Gambino
2016-12-10,76,Ain't My Fault,Zara Larsson
2016-12-10,77,Chantaje,Shakira 
2016-12-10,78,Move,Luke Bryan
2016-12-10,79,That's What I Like,Bruno Mars
2016-12-10,80,Water Under The Bridge,Adele
2016-12-10,81,Selfish,PnB Rock
2016-12-10,82,Star Of The Show,Thomas Rhett
2016-12-10,83,What They Want,Russ
2016-12-10,84,Capsize,Frenship 
2016-12-10,85,Key To The Streets,YFN Lucci 
2016-12-10,86,Slumber Party,Britney Spears 
2016-12-10,87,How I'll Always Be,Tim McGraw
2016-12-10,88,Vice,Miranda Lambert
2016-12-10,89,Litty,Meek Mill 
2016-12-10,90,PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO
2016-12-10,91,Play That Song,Train
2016-12-10,92,A Guy With A Girl,Blake Shelton
2016-12-10,93,My Sh*t,A Boogie Wit da Hoodie
2016-12-10,94,Kill A Word,Eric Church 
2016-12-10,95,Sex With Me,Rihanna
2016-12-10,96,Greenlight,Pitbull 
2016-12-10,97,Infinite,Eminem
2016-12-10,98,Versace On The Floor,Bruno Mars
2016-12-10,99,Parachute,Chris Stapleton
2016-12-10,100,80s Mercedes,Maren Morris
2016-12-17,1,Black Beatles,Rae Sremmurd 
2016-12-17,2,Starboy,The Weeknd 
2016-12-17,3,Closer,The Chainsmokers 
2016-12-17,4,Side To Side,Ariana Grande 
2016-12-17,5,24K Magic,Bruno Mars
2016-12-17,6,Juju On That Beat (TZ Anthem),Zay Hilfigerrr 
2016-12-17,7,Let Me Love You,DJ Snake 
2016-12-17,8,Don't Wanna Know,Maroon 5 
2016-12-17,9,Heathens,twenty one pilots
2016-12-17,10,Broccoli,D.R.A.M. 
2016-12-17,11,Fake Love,Drake
2016-12-17,12,Starving,Hailee Steinfeld 
2016-12-17,13,I Hate U I Love U,gnash 
2016-12-17,14,Caroline,Amine
2016-12-17,15,Scars To Your Beautiful,Alessia Cara
2016-12-17,16,Party Monster,The Weeknd
2016-12-17,17,Bad Things,Machine Gun Kelly 
2016-12-17,18,The Greatest,Sia 
2016-12-17,19,Cold Water,Major Lazer 
2016-12-17,20,Treat You Better,Shawn Mendes
2016-12-17,21,Unsteady,
2016-12-17,22,I Feel It Coming,The Weeknd 
2016-12-17,23,All I Want For Christmas Is You,Mariah Carey
2016-12-17,24,Cheap Thrills,Sia 
2016-12-17,25,Can't Stop The Feeling!,Justin Timberlake
2016-12-17,26,OOOUUU,Young M.A
2016-12-17,27,Sidewalks,The Weeknd 
2016-12-17,28,In The Name Of Love,Martin Garri
2016-12-17,29,Don't Let Me Down,The Chainsmokers 
2016-12-17,30,Love On The Brain,Rihanna
2016-12-17,31,Reminder,The Weeknd
2016-12-17,32,Blue Ain't Your Color,Keith Urban
2016-12-17,33,This Is What You Came For,Calvin Harris 
2016-12-17,34,Six Feet Under,The Weeknd
2016-12-17,35,All Time Low,Jon Bellion
2016-12-17,36,Chill Bill,Rob $tone 
2016-12-17,37,Do You Mind,DJ Khaled 
2016-12-17,38,Ride,twenty one pilots
2016-12-17,39,May We All,Florida Georgia Line 
2016-12-17,40,This Town,Niall Horan
2016-12-17,41,X,21 Savage 
2016-12-17,42,Needed Me,Rihanna
2016-12-17,43,Die For You,The Weeknd
2016-12-17,44,Rockin',The Weeknd
2016-12-17,45,One Dance,Drake 
2016-12-17,46,All I Know,The Weeknd 
2016-12-17,47,Secrets,The Weeknd
2016-12-17,48,True Colors,The Weeknd
2016-12-17,49,Bad And Boujee,Migos 
2016-12-17,50,Mercy,Shawn Mendes
2016-12-17,51,Bounce Back,Big Sean
2016-12-17,52,How Far I'll Go,Auli'i Cravalho
2016-12-17,53,Love Me Now,John Legend
2016-12-17,54,Used To This,Future 
2016-12-17,55,False Alarm,The Weeknd
2016-12-17,56,Hallelujah,Pentatoni
2016-12-17,57,You Was Right,Lil Uzi Vert
2016-12-17,58,Pick Up The Phone,Young Thug And Travis Scott 
2016-12-17,59,Wanna Be That Song,Brett Eldredge
2016-12-17,60,Come And See Me,PARTYNE
2016-12-17,61,Stargirl Interlude,The Weeknd 
2016-12-17,62,Tiimmy Turner,Desiigner
2016-12-17,63,Sleep Without You,Brett Young
2016-12-17,64,Song For Another Time,Old Dominion
2016-12-17,65,Fresh Eyes,Andy Grammer
2016-12-17,66,Sneakin',Drake 
2016-12-17,67,Attention,The Weeknd
2016-12-17,68,Nothing Without You,The Weeknd
2016-12-17,69,A Lonely Night,The Weeknd
2016-12-17,70,No Heart,21 Savage 
2016-12-17,71,Love To Lay,The Weeknd
2016-12-17,72,Ordinary Life,The Weeknd
2016-12-17,73,Too Much Sauce,DJ ESCO 
2016-12-17,74,Middle Of A Memory,Cole Swindell
2016-12-17,75,1 Night,Lil Yachty
2016-12-17,76,Say You Won't Let Go,James Arthur
2016-12-17,77,HandClap,Fitz And The Tantrums
2016-12-17,78,Water Under The Bridge,Adele
2016-12-17,79,Dirty Laundry,Carrie Underwood
2016-12-17,80,Better Man,Little Big Town
2016-12-17,81,Setting The World On Fire,Kenny Chesney 
2016-12-17,82,All We Know,The Chainsmokers 
2016-12-17,83,You're Welcome,Dwayne Johnson
2016-12-17,84,That's My Girl,Fifth Harmony
2016-12-17,85,Distraction,Kehlani
2016-12-17,86,Star Of The Show,Thomas Rhett
2016-12-17,87,A Little More Summertime,Jason Aldean
2016-12-17,88,How Far I'll Go,Alessia Cara
2016-12-17,89,Selfish,PnB Rock
2016-12-17,90,Chantaje,Shakira 
2016-12-17,91,How I'll Always Be,Tim McGraw
2016-12-17,92,A Guy With A Girl,Blake Shelton
2016-12-17,93,We Know The Way,Opetaia Foa'i 
2016-12-17,94,Look Alive,Rae Sremmurd
2016-12-17,95,What They Want,Russ
2016-12-17,96,Fade,Kanye West
2016-12-17,97,Capsize,Frenship 
2016-12-17,98,Make Me (Cry),Noah Cyrus 
2016-12-17,99,My Sh*t,A Boogie Wit da Hoodie
2016-12-17,100,Sex With Me,Rihanna
2016-12-24,1,Black Beatles,Rae Sremmurd 
2016-12-24,2,Starboy,The Weeknd 
2016-12-24,3,Closer,The Chainsmokers 
2016-12-24,4,24K Magic,Bruno Mars
2016-12-24,5,Side To Side,Ariana Grande 
2016-12-24,6,Juju On That Beat (TZ Anthem),Zay Hilfigerrr 
2016-12-24,7,Don't Wanna Know,Maroon 5 
2016-12-24,8,Let Me Love You,DJ Snake 
2016-12-24,9,Heathens,twenty one pilots
2016-12-24,10,Bad Things,Machine Gun Kelly 
2016-12-24,11,Fake Love,Drake
2016-12-24,12,Broccoli,D.R.A.M. 
2016-12-24,13,Scars To Your Beautiful,Alessia Cara
2016-12-24,14,Starving,Hailee Steinfeld 
2016-12-24,15,Caroline,Amine
2016-12-24,16,I Hate U I Love U,gnash 
2016-12-24,17,All I Want For Christmas Is You,Mariah Carey
2016-12-24,18,The Greatest,Sia 
2016-12-24,19,Treat You Better,Shawn Mendes
2016-12-24,20,Love On The Brain,Rihanna
2016-12-24,21,Cold Water,Major Lazer 
2016-12-24,22,Unsteady,
2016-12-24,23,Love Me Now,John Legend
2016-12-24,24,Bad And Boujee,Migos 
2016-12-24,25,In The Name Of Love,Martin Garri
2016-12-24,26,Cheap Thrills,Sia 
2016-12-24,27,OOOUUU,Young M.A
2016-12-24,28,I Feel It Coming,The Weeknd 
2016-12-24,29,Party Monster,The Weeknd
2016-12-24,30,Blue Ain't Your Color,Keith Urban
2016-12-24,31,Don't Let Me Down,The Chainsmokers 
2016-12-24,32,Can't Stop The Feeling!,Justin Timberlake
2016-12-24,33,All Time Low,Jon Bellion
2016-12-24,34,Chill Bill,Rob $tone 
2016-12-24,35,Jingle Bell Rock,Bobby Helms
2016-12-24,36,This Is What You Came For,Calvin Harris 
2016-12-24,37,Rockin' Around The Christmas Tree,Brenda Lee
2016-12-24,38,Mercy,Shawn Mendes
2016-12-24,39,Bounce Back,Big Sean
2016-12-24,40,Ride,twenty one pilots
2016-12-24,41,This Town,Niall Horan
2016-12-24,42,May We All,Florida Georgia Line 
2016-12-24,43,X,21 Savage 
2016-12-24,44,Do You Mind,DJ Khaled 
2016-12-24,45,Hallelujah,Pentatoni
2016-12-24,46,Needed Me,Rihanna
2016-12-24,47,One Dance,Drake 
2016-12-24,48,Redbone,Childish Gambino
2016-12-24,49,You Was Right,Lil Uzi Vert
2016-12-24,50,Reminder,The Weeknd
2016-12-24,51,Used To This,Future 
2016-12-24,52,Million Reasons,Lady Gaga
2016-12-24,53,Wanna Be That Song,Brett Eldredge
2016-12-24,54,Sidewalks,The Weeknd 
2016-12-24,55,Six Feet Under,The Weeknd
2016-12-24,56,Come And See Me,PARTYNE
2016-12-24,57,No Heart,21 Savage 
2016-12-24,58,Water Under The Bridge,Adele
2016-12-24,59,Song For Another Time,Old Dominion
2016-12-24,60,Say You Won't Let Go,James Arthur
2016-12-24,61,Tiimmy Turner,Desiigner
2016-12-24,62,Pick Up The Phone,Young Thug And Travis Scott 
2016-12-24,63,Sneakin',Drake 
2016-12-24,64,Too Much Sauce,DJ ESCO 
2016-12-24,65,Black Barbies,Nicki Minaj 
2016-12-24,66,Secrets,The Weeknd
2016-12-24,67,Better Man,Little Big Town
2016-12-24,68,Me And Your Mama,Childish Gambino
2016-12-24,69,Dirty Laundry,Carrie Underwood
2016-12-24,70,How Far I'll Go,Auli'i Cravalho
2016-12-24,71,Die For You,The Weeknd
2016-12-24,72,1 Night,Lil Yachty
2016-12-24,73,Fresh Eyes,Andy Grammer
2016-12-24,74,Sleep Without You,Brett Young
2016-12-24,75,HandClap,Fitz And The Tantrums
2016-12-24,76,Home,gnash 
2016-12-24,77,Play That Song,Train
2016-12-24,78,True Colors,The Weeknd
2016-12-24,79,Chantaje,Shakira 
2016-12-24,80,Middle Of A Memory,Cole Swindell
2016-12-24,81,A Guy With A Girl,Blake Shelton
2016-12-24,82,Rockin',The Weeknd
2016-12-24,83,All I Know,The Weeknd 
2016-12-24,84,That's My Girl,Fifth Harmony
2016-12-24,85,Star Of The Show,Thomas Rhett
2016-12-24,86,False Alarm,The Weeknd
2016-12-24,87,Setting The World On Fire,Kenny Chesney 
2016-12-24,88,How I'll Always Be,Tim McGraw
2016-12-24,89,All We Know,The Chainsmokers 
2016-12-24,90,Selfish,PnB Rock
2016-12-24,91,My Sh*t,A Boogie Wit da Hoodie
2016-12-24,92,You're Welcome,Dwayne Johnson
2016-12-24,93,False Prophets,J. Cole
2016-12-24,94,Alone,Marshmello
2016-12-24,95,Dirt On My Boots,Jon Pardi
2016-12-24,96,Attention,The Weeknd
2016-12-24,97,Ordinary Life,The Weeknd
2016-12-24,98,Sex With Me,Rihanna
2016-12-24,99,What They Want,Russ
2016-12-24,100,Rockabye,Clean Bandit 
2016-12-31,1,Black Beatles,Rae Sremmurd 
2016-12-31,2,Starboy,The Weeknd 
2016-12-31,3,Closer,The Chainsmokers 
2016-12-31,4,24K Magic,Bruno Mars
2016-12-31,5,Side To Side,Ariana Grande 
2016-12-31,6,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2016-12-31,7,Deja Vu,J. Cole
2016-12-31,8,Juju On That Beat (TZ Anthem),Zay Hilfigerrr 
2016-12-31,9,Let Me Love You,DJ Snake 
2016-12-31,10,Don't Wanna Know,Maroon 5 
2016-12-31,11,Immortal,J. Cole
2016-12-31,12,Fake Love,Drake
2016-12-31,13,Neighbors,J. Cole
2016-12-31,14,Bad Things,Machine Gun Kelly 
2016-12-31,15,Heathens,twenty one pilots
2016-12-31,16,Caroline,Amine
2016-12-31,17,Broccoli,D.R.A.M. 
2016-12-31,18,Scars To Your Beautiful,Alessia Cara
2016-12-31,19,Starving,Hailee Steinfeld 
2016-12-31,20,All I Want For Christmas Is You,Mariah Carey
2016-12-31,21,Change,J. Cole
2016-12-31,22,She's Mine Pt. 1,J. Cole
2016-12-31,23,For Whom The Bell Tolls,J. Cole
2016-12-31,24,Ville Mentality,J. Cole
2016-12-31,25,I Hate U I Love U,gnash 
2016-12-31,26,Bad And Boujee,Migos 
2016-12-31,27,Love On The Brain,Rihanna
2016-12-31,28,The Greatest,Sia 
2016-12-31,29,4 Your Eyez Only,J. Cole
2016-12-31,30,Foldin Clothes,J. Cole
2016-12-31,31,Bounce Back,Big Sean
2016-12-31,32,Treat You Better,Shawn Mendes
2016-12-31,33,I Feel It Coming,The Weeknd 
2016-12-31,34,She's Mine Pt. 2,J. Cole
2016-12-31,35,In The Name Of Love,Martin Garri
2016-12-31,36,All Time Low,Jon Bellion
2016-12-31,37,Love Me Now,John Legend
2016-12-31,38,Blue Ain't Your Color,Keith Urban
2016-12-31,39,Can't Stop The Feeling!,Justin Timberlake
2016-12-31,40,Cold Water,Major Lazer 
2016-12-31,41,Cheap Thrills,Sia 
2016-12-31,42,Unsteady,
2016-12-31,43,Don't Let Me Down,The Chainsmokers 
2016-12-31,44,Mercy,Shawn Mendes
2016-12-31,45,Hallelujah,Pentatoni
2016-12-31,46,Jingle Bell Rock,Bobby Helms
2016-12-31,47,OOOUUU,Young M.A
2016-12-31,48,Rockin' Around The Christmas Tree,Brenda Lee
2016-12-31,49,Chill Bill,Rob $tone 
2016-12-31,50,This Town,Niall Horan
2016-12-31,51,X,21 Savage 
2016-12-31,52,Just Hold On,Steve Aoki 
2016-12-31,53,Party Monster,The Weeknd
2016-12-31,54,False Prophets,J. Cole
2016-12-31,55,No Heart,21 Savage 
2016-12-31,56,May We All,Florida Georgia Line 
2016-12-31,57,Everybody Dies,J. Cole
2016-12-31,58,You Was Right,Lil Uzi Vert
2016-12-31,59,Wanna Be That Song,Brett Eldredge
2016-12-31,60,Do You Mind,DJ Khaled 
2016-12-31,61,Water Under The Bridge,Adele
2016-12-31,62,Million Reasons,Lady Gaga
2016-12-31,63,Come And See Me,PARTYNE
2016-12-31,64,Used To This,Future 
2016-12-31,65,Say You Won't Let Go,James Arthur
2016-12-31,66,How Far I'll Go,Auli'i Cravalho
2016-12-31,67,Darlin' Don't Go,Sundance Head
2016-12-31,68,Better Man,Little Big Town
2016-12-31,69,Song For Another Time,Old Dominion
2016-12-31,70,Dirty Laundry,Carrie Underwood
2016-12-31,71,Chantaje,Shakira 
2016-12-31,72,Sneakin',Drake 
2016-12-31,73,1 Night,Lil Yachty
2016-12-31,74,Too Much Sauce,DJ ESCO 
2016-12-31,75,Redbone,Childish Gambino
2016-12-31,76,Pick Up The Phone,Young Thug And Travis Scott 
2016-12-31,77,Deja Vu,Post Malone 
2016-12-31,78,Reminder,The Weeknd
2016-12-31,79,A Guy With A Girl,Blake Shelton
2016-12-31,80,HandClap,Fitz And The Tantrums
2016-12-31,81,Six Feet Under,The Weeknd
2016-12-31,82,Sidewalks,The Weeknd 
2016-12-31,83,Congratulations,Post Malone 
2016-12-31,84,Star Of The Show,Thomas Rhett
2016-12-31,85,How I'll Always Be,Tim McGraw
2016-12-31,86,Sleep Without You,Brett Young
2016-12-31,87,Play That Song,Train
2016-12-31,88,Fresh Eyes,Andy Grammer
2016-12-31,89,At Last,Sundance Head
2016-12-31,90,Rockabye,Clean Bandit 
2016-12-31,91,Setting The World On Fire,Kenny Chesney 
2016-12-31,92,Dirt On My Boots,Jon Pardi
2016-12-31,93,Die For You,The Weeknd
2016-12-31,94,How Far I'll Go,Alessia Cara
2016-12-31,95,All We Know,The Chainsmokers 
2016-12-31,96,Selfish,PnB Rock
2016-12-31,97,You're Welcome,Dwayne Johnson
2016-12-31,98,My Sh*t,A Boogie Wit da Hoodie
2016-12-31,99,Alone,Marshmello
2016-12-31,100,Sex With Me,Rihanna
2017-01-07,1,Starboy,The Weeknd 
2017-01-07,2,Black Beatles,Rae Sremmurd 
2017-01-07,3,Closer,The Chainsmokers 
2017-01-07,4,24K Magic,Bruno Mars
2017-01-07,5,Juju On That Beat (TZ Anthem),Zay Hilfigerrr 
2017-01-07,6,Side To Side,Ariana Grande 
2017-01-07,7,Let Me Love You,DJ Snake 
2017-01-07,8,Don't Wanna Know,Maroon 5 
2017-01-07,9,Bad Things,Machine Gun Kelly 
2017-01-07,10,Fake Love,Drake
2017-01-07,11,Caroline,Amine
2017-01-07,12,Heathens,twenty one pilots
2017-01-07,13,Bad And Boujee,Migos 
2017-01-07,14,Scars To Your Beautiful,Alessia Cara
2017-01-07,15,Broccoli,D.R.A.M. 
2017-01-07,16,All I Want For Christmas Is You,Mariah Carey
2017-01-07,17,Starving,Hailee Steinfeld 
2017-01-07,18,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2017-01-07,19,OOOUUU,Young M.A
2017-01-07,20,Love On The Brain,Rihanna
2017-01-07,21,Bounce Back,Big Sean
2017-01-07,22,The Greatest,Sia 
2017-01-07,23,Hallelujah,Pentatoni
2017-01-07,24,All Time Low,Jon Bellion
2017-01-07,25,I Feel It Coming,The Weeknd 
2017-01-07,26,Treat You Better,Shawn Mendes
2017-01-07,27,Rockin' Around The Christmas Tree,Brenda Lee
2017-01-07,28,Mercy,Shawn Mendes
2017-01-07,29,Jingle Bell Rock,Bobby Helms
2017-01-07,30,In The Name Of Love,Martin Garri
2017-01-07,31,I Hate U I Love U,gnash 
2017-01-07,32,Can't Stop The Feeling!,Justin Timberlake
2017-01-07,33,Blue Ain't Your Color,Keith Urban
2017-01-07,34,Don't Let Me Down,The Chainsmokers 
2017-01-07,35,Deja Vu,J. Cole
2017-01-07,36,Cheap Thrills,Sia 
2017-01-07,37,This Town,Niall Horan
2017-01-07,38,Cold Water,Major Lazer 
2017-01-07,39,Chill Bill,Rob $tone 
2017-01-07,40,Love Me Now,John Legend
2017-01-07,41,Both,Gucci Mane 
2017-01-07,42,Unsteady,
2017-01-07,43,X,21 Savage 
2017-01-07,44,Feliz Navidad,Jose Feliciano
2017-01-07,45,"Mary, Did You Know?",Pentatoni
2017-01-07,46,A Holly Jolly Christmas,Burl Ives
2017-01-07,47,The Christmas Song (Merry Christmas To You),Nat King Cole
2017-01-07,48,It's The Most Wonderful Time Of The Year,Andy Williams
2017-01-07,49,Party Monster,The Weeknd
2017-01-07,50,Last Christmas,Wham!
2017-01-07,51,Water Under The Bridge,Adele
2017-01-07,52,You Was Right,Lil Uzi Vert
2017-01-07,53,No Heart,21 Savage 
2017-01-07,54,Neighbors,J. Cole
2017-01-07,55,Used To This,Future 
2017-01-07,56,How Far I'll Go,Auli'i Cravalho
2017-01-07,57,Do You Mind,DJ Khaled 
2017-01-07,58,Party,Chris Brown 
2017-01-07,59,Immortal,J. Cole
2017-01-07,60,May We All,Florida Georgia Line 
2017-01-07,61,Say You Won't Let Go,James Arthur
2017-01-07,62,Wanna Be That Song,Brett Eldredge
2017-01-07,63,Too Much Sauce,DJ ESCO 
2017-01-07,64,Better Man,Little Big Town
2017-01-07,65,Chantaje,Shakira 
2017-01-07,66,Dirty Laundry,Carrie Underwood
2017-01-07,67,1 Night,Lil Yachty
2017-01-07,68,Redbone,Childish Gambino
2017-01-07,69,Sneakin',Drake 
2017-01-07,70,Million Reasons,Lady Gaga
2017-01-07,71,A Guy With A Girl,Blake Shelton
2017-01-07,72,Just Hold On,Steve Aoki 
2017-01-07,73,Song For Another Time,Old Dominion
2017-01-07,74,Pick Up The Phone,Young Thug And Travis Scott 
2017-01-07,75,Make Me (Cry),Noah Cyrus 
2017-01-07,76,Star Of The Show,Thomas Rhett
2017-01-07,77,HandClap,Fitz And The Tantrums
2017-01-07,78,How I'll Always Be,Tim McGraw
2017-01-07,79,Rockabye,Clean Bandit 
2017-01-07,80,Alone,Marshmello
2017-01-07,81,How Far I'll Go,Alessia Cara
2017-01-07,82,All We Know,The Chainsmokers 
2017-01-07,83,Change,J. Cole
2017-01-07,84,Dirt On My Boots,Jon Pardi
2017-01-07,85,Selfish,PnB Rock
2017-01-07,86,You're Welcome,Dwayne Johnson
2017-01-07,87,Fresh Eyes,Andy Grammer
2017-01-07,88,Sleep Without You,Brett Young
2017-01-07,89,She's Mine Pt. 1,J. Cole
2017-01-07,90,Ville Mentality,J. Cole
2017-01-07,91,OTW,DJ Luke Nasty
2017-01-07,92,Red Opps,21 Savage
2017-01-07,93,For Whom The Bell Tolls,J. Cole
2017-01-07,94,Six Feet Under,The Weeknd
2017-01-07,95,Reminder,The Weeknd
2017-01-07,96,Play That Song,Train
2017-01-07,97,Sidewalks,The Weeknd 
2017-01-07,98,Foldin Clothes,J. Cole
2017-01-07,99,Swang,Rae Sremmurd
2017-01-07,100,Versace On The Floor,Bruno Mars
2017-01-14,1,Black Beatles,Rae Sremmurd 
2017-01-14,2,Bad And Boujee,Migos 
2017-01-14,3,Starboy,The Weeknd 
2017-01-14,4,Closer,The Chainsmokers 
2017-01-14,5,24K Magic,Bruno Mars
2017-01-14,6,Juju On That Beat (TZ Anthem),Zay Hilfigerrr 
2017-01-14,7,Side To Side,Ariana Grande 
2017-01-14,8,Let Me Love You,DJ Snake 
2017-01-14,9,Fake Love,Drake
2017-01-14,10,Broccoli,D.R.A.M. 
2017-01-14,11,Don't Wanna Know,Maroon 5 
2017-01-14,12,Bad Things,Machine Gun Kelly 
2017-01-14,13,Heathens,twenty one pilots
2017-01-14,14,Caroline,Amine
2017-01-14,15,Scars To Your Beautiful,Alessia Cara
2017-01-14,16,All Time Low,Jon Bellion
2017-01-14,17,Mercy,Shawn Mendes
2017-01-14,18,Starving,Hailee Steinfeld 
2017-01-14,19,OOOUUU,Young M.A
2017-01-14,20,This Town,Niall Horan
2017-01-14,21,Bounce Back,Big Sean
2017-01-14,22,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
2017-01-14,23,Love On The Brain,Rihanna
2017-01-14,24,Treat You Better,Shawn Mendes
